0,0,1,0.897598
0.894427,0,0.447214,8.98792
0.723607,0.525731,-0.447214,6.54521
0.276393,0.850651,0.447214,3.05479
-0.276393,0.850651,-0.447214,-3.05479
-0.723607,0.525731,0.447214,-6.54521
-0.894427,1.09536e-16,-0.447214,-8.98792
0.276393,-0.850651,0.447214,3.05479
0.723607,-0.525731,-0.447214,6.54521
-0.723607,-0.525731,0.447214,-6.54521
-0.276393,-0.850651,-0.447214,-3.05479
1.22465e-16,0,-1,-0.897598
0.688191,0.5,0.525731,-6.2092
0.951057,0.309017,6.12323e-17,0
0.587785,0.809017,6.12323e-17,0
0.16246,-0.5,0.850651,1.36598
0.951057,-0.309017,6.12323e-17,0
-0.262866,0.809017,0.525731,3.02385
0.525731,0,0.850651,2.71306
0.262866,0.809017,-0.525731,-3.02385
6.12323e-17,1,6.12323e-17,0
-0.587785,0.809017,6.12323e-17,0
0.425325,0.309017,-0.850651,0.813651
-0.850651,1.04175e-16,0.525731,8.73019
0.16246,0.5,0.850651,1.36598
-0.688191,0.5,-0.525731,6.2092
-0.425325,0.309017,0.850651,-0.813651
-0.951057,-0.309017,6.12323e-17,0
-0.16246,0.5,-0.850651,-1.36598
0.688191,-0.5,0.525731,-6.2092
0.587785,-0.809017,6.12323e-17,0
-0.425325,-0.309017,0.850651,-0.813651
-0.262866,-0.809017,0.525731,3.02385
0.425325,-0.309017,-0.850651,0.813651
-1.60812e-16,-1,6.12323e-17,0
-0.587785,-0.809017,6.12323e-17,0
-0.951057,0.309017,6.12323e-17,0
-0.688191,-0.5,-0.525731,6.2092
-0.16246,-0.5,-0.850651,-1.36598
-0.525731,6.43835e-17,-0.850651,-2.71306
0.262866,-0.809017,-0.525731,-3.02385
0.850651,-1.30515e-16,-0.525731,-8.73019
1,-8.75518e-17,6.12323e-17,0
0.447214,0.525731,0.723607,-4.0238
0.861803,0.425325,0.276393,-1.59106
-0.309017,0.951057,6.12323e-17,0
0.138197,0.951057,-0.276393,-6.1755
-0.138197,0.951057,0.276393,6.1755
-0.67082,0.688191,-0.276393,6.81598
0.361803,0.587785,-0.723607,2.27791
-0.361803,-0.587785,0.723607,-2.27791
0.138197,-0.951057,-0.276393,-6.1755
0.947214,-0.16246,-0.276393,-5.75058
0.361803,-0.587785,-0.723607,2.27791
-0.947214,0.16246,0.276393,5.75058
-0.861803,-0.425325,-0.276393,1.59106
-0.447214,0.525731,-0.723607,4.0238
0.138197,0.425325,-0.894427,-1.13451
0.67082,0.688191,0.276393,-6.81598
0.638197,0.262866,0.723607,0.688656
